item_number,item_description,category,category_name,vendor_name,bottle_volume_ml,state_bottle_cost,state_bottle_retail
36904,"MCCORMICK 80PRF VODKA PET",1031100,"AMERICAN VODKAS","MCCORMICK DISTILLING CO.",375,1.80,2.70
27116,"WILD TURKEY 101 RYE",1011600,"STRAIGHT RYE WHISKIES","CAMPARI AMERICA",750,14.00,21.00
6016,"LAGAVULIN OFFERMAN EDITION FINISHED IN GUINNESS CASKS",1701100,"TEMPORARY & SPECIALTY PACKAGES","DIAGEO AMERICAS",750,44.99,67.49
47861,"D'USSE VSOP",1082000,"IMPORTED CORDIALS & LIQUEURS","BACARDI USA INC",200,9.49,14.24
77055,"SIR WINSTON PEACH",1091100,"AMERICAN DISTILLED SPIRITS SPECIALTY","S&B FARMS DISTILLERY",750,13.01,19.52
916890,"HA BOND & LILLARD BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","CAMPARI AMERICA",375,25.00,37.50
"MARUSSIA BEVERAGES USA," INC / NICHE IMPORT",LINN,"1082000","338",BARENJAGER HONEY LIQUEUR,6,750
77050,"FIELD FIRE",1091100,"AMERICAN DISTILLED SPIRITS SPECIALTY","S&B FARMS DISTILLERY",750,12.00,18.00
77805,"SAINTS N SINNERS APPLE PIE",1091100,"AMERICAN DISTILLED SPIRITS SPECIALTY","DUNKEL CORPORATION / IOWA DISTILLING",750,8.00,12.00
30236,"GILBEYS GIN",1041100,"AMERICAN DRY GINS","JIM BEAM BRANDS",750,5.00,7.50
11777,"BLACK VELVET",1012100,"CANADIAN WHISKIES","HEAVEN HILL BRANDS",1000,6.63,9.95
88367,"CINCORO BLANCO TEQUILA",1022200,"100% AGAVE TEQUILA","PARK STREET IMPORTS",750,40.00,60.00
86715,"OLE SMOKY SHINE NOG MOONSHINE",1701100,"TEMPORARY & SPECIALTY PACKAGES","OLE SMOKY DISTILLERY LLC",750,12.50,18.75
34433,"GREY GOOSE",1032100,"IMPORTED VODKAS","BACARDI USA INC",750,15.00,22.50
76488,"PARAMOUNT AMARETTO",1081300,"AMERICAN CORDIALS & LIQUEURS","LUXCO INC",1750,8.25,12.38
100423,"FIREBALL CINNAMON WHISKEY 100ML CARRIER",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",100,6.00,9.00
34423,"GREY GOOSE",1032100,"IMPORTED VODKAS","BACARDI USA INC",375,8.50,12.75
86886,"SOUTHERN COMFORT",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",750,10.33,15.50
26667,"RABBIT HOLE BOXERGRAIL STRAIGHT RYE WHISKEY",1011600,"STRAIGHT RYE WHISKIES","PERNOD RICARD USA",750,24.98,37.47
36989,"BLUE OX VODKA PET",1031100,"AMERICAN VODKAS","JDSO INC / RED BOOT DISTILLERY",750,3.49,5.24
69636,"DR MCGILLICUDDYS CHERRY",1082200,"IMPORTED SCHNAPPS","SAZERAC COMPANY  INC",750,8.66,12.99
33937,"PEARL CUCUMBER",1031200,"AMERICAN FLAVORED VODKA","LUXCO INC",1000,7.50,11.25
35314,"BARTON VODKA",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",375,1.71,2.57
926352,"HA JACK DANIELS 10YR",1011400,"TENNESSEE WHISKIES","BROWN FORMAN CORP.",750,35.00,52.50
37936,"SKOL VODKA",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",750,3.64,5.46
19009,"JEFFERSONS VERY SMALL BATCH",1011200,"STRAIGHT BOURBON WHISKIES","PERNOD RICARD USA",750,18.49,27.74
30238,"GILBEYS GIN",1041100,"AMERICAN DRY GINS","JIM BEAM BRANDS",1750,10.49,15.74
89274,"EL JIMADOR ANEJO",1022200,"100% AGAVE TEQUILA","BROWN FORMAN CORP.",750,14.37,21.56
44428,"CRUZAN BLUEBERRY LEMONADE",1062500,"FLAVORED RUM","JIM BEAM BRANDS",750,7.00,10.50
1799,"CAPTAIN MORGAN ORIGINAL SPICED BARREL",1062400,"SPICED RUM","DIAGEO AMERICAS",1750,18.00,27.00
87643,"FAMILIA CAMARENA SILVER",1022200,"100% AGAVE TEQUILA","E & J GALLO WINERY",750,12.50,18.75
42717,"MALIBU COCONUT",1062500,"FLAVORED RUM","PERNOD RICARD USA",1000,10.99,16.49
16679,"BASIL HAYDEN 10YR",1701100,"TEMPORARY & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,35.00,52.50
52563,"E & J XO",1051100,"AMERICAN BRANDIES","E & J GALLO WINERY",750,8.24,12.36
26737,"SIR WINSTON BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","S&B FARMS DISTILLERY",750,22.23,33.35
15246,"WINDSOR CANADIAN",1012100,"CANADIAN WHISKIES","PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO",750,4.67,7.01
27920,"BIRD DOG STRAWBERRY",1011100,"BLENDED WHISKIES","WESTERN SPIRITS BEVERAGE",750,10.00,15.00
37665,"ROW VODKA",1031100,"AMERICAN VODKAS","PHILLIPS BEVERAGE",1750,12.22,18.33
101534,"JIM BEAM W/ CORNHOLE GAME",1701100,"TEMPORARY & SPECIALTY PACKAGES","JIM BEAM BRANDS",1750,21.00,31.50
28868,"TANQUERAY GIN",1042100,"IMPORTED DRY GINS","DIAGEO AMERICAS",1750,24.99,37.49
52598,"E & J VS",1051100,"AMERICAN BRANDIES","E & J GALLO WINERY",1750,13.00,19.50
43136,"BACARDI LIMON",1062500,"FLAVORED RUM","BACARDI USA INC",750,8.26,12.39
101385,"TEMPLETON RYE 4YR W/ 2 ROCKS GLASSES",1701100,"TEMPORARY & SPECIALTY PACKAGES","INFINIUM SPIRITS",750,18.09,27.14
28894,"BOMBAY BRAMBLE MINI",1042100,"IMPORTED DRY GINS","BACARDI USA INC",50,120.00,180.00
64863,"FIREBALL CINNAMON WHISKEY",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",200,2.50,3.75
47786,"COURVOISIER VS COGNAC",1052100,"IMPORTED BRANDIES","JIM BEAM BRANDS",750,18.50,27.75
LAIRD & COMPANY,"35926",DES MOINES,"1031100","297",12,750,3.37
68036,"BAILEYS ORIGINAL IRISH CREAM",1081200,"CREAM LIQUEURS","DIAGEO AMERICAS",750,16.49,24.74
18408,"G & W BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","LAIRD & COMPANY",1750,11.10,16.65
42666,"MT GAY ECLIPSE RUM",1062100,"GOLD RUM","REMY COINTREAU USA INC",750,11.48,17.22
88185,"OLMECA ALTOS PLATA",1022200,"100% AGAVE TEQUILA","PERNOD RICARD USA",375,7.49,11.24
43128,"BACARDI SUPERIOR",1062200,"WHITE RUM","BACARDI USA INC",1750,15.00,22.50
43138,"BACARDI LIMON",1062500,"FLAVORED RUM","BACARDI USA INC",1750,15.00,22.50
27783,"JIM BEAM APPLE",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,11.00,16.50
614,"RUMCHATA W/ MUG",1062500,"FLAVORED RUM","E & J GALLO WINERY",750,13.50,20.25
26196,"TEMPLETON 10YR SINGLE BARREL RYE",1011600,"STRAIGHT RYE WHISKIES","INFINIUM SPIRITS",750,40.00,60.00
35918,"FIVE O'CLOCK VODKA",1031100,"AMERICAN VODKAS","LAIRD & COMPANY",1750,7.20,10.80
73051,"RUMCHATA MINI",1081200,"CREAM LIQUEURS","E & J GALLO WINERY",50,8.87,13.31
34753,"REYKA VODKA",1032100,"IMPORTED VODKAS","WILLIAM GRANT & SONS INC",750,10.97,16.46
17958,"EVAN WILLIAMS BLACK",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",1750,16.00,24.00
36872,"BLUE OX VODKA MINI",1031100,"AMERICAN VODKAS","JDSO INC / RED BOOT DISTILLERY",50,30.00,45.00
89786,"SAUZA GOLD",1022100,"MIXTO TEQUILA","JIM BEAM BRANDS",750,10.50,15.75
87511,"1800 SILVER",1022200,"100% AGAVE TEQUILA","PROXIMO",1000,18.00,27.00
10548,"BLACK VELVET TOASTED CARAMEL",1012100,"CANADIAN WHISKIES","HEAVEN HILL BRANDS",1750,10.45,15.68
42716,"MALIBU COCONUT",1062500,"FLAVORED RUM","PERNOD RICARD USA",750,7.99,11.99
37991,"SMIRNOFF 80PRF MINI",1031100,"AMERICAN VODKAS","DIAGEO AMERICAS",50,7.47,11.21
46504,"KRAKEN BLACK SPICED RUM",1062400,"SPICED RUM","PROXIMO",750,10.45,15.68
28276,"JIM BEAM PEACH",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",100,1.40,2.10
86839,"OLE SMOKY MANGO HABANERO WHISKEY",1091300,"NEUTRAL GRAIN SPIRITS FLAVORED","OLE SMOKY DISTILLERY LLC",750,10.00,15.00
34029,"ABSOLUT CITRON",1032200,"IMPORTED FLAVORED VODKA","PERNOD RICARD USA",1000,14.99,22.49
81177,"MR BOSTON PEPPERMINT SCHNAPPS",1081400,"AMERICAN SCHNAPPS","SAZERAC COMPANY  INC",1000,3.84,5.76
26697,"WHISTLEPIG FARMSTOCK",1011600,"STRAIGHT RYE WHISKIES","GOAMERICAGO BEVERAGES LLC / WHISTLEPIG",750,36.50,54.75
43299,"CAPTAIN MORGAN COCONUT",1062500,"FLAVORED RUM","DIAGEO AMERICAS",750,8.26,12.39
11786,"BLACK VELVET PET",1012100,"CANADIAN WHISKIES","HEAVEN HILL BRANDS",750,5.23,7.85
37937,"SKOL VODKA",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",1000,4.42,6.63
42699,"MALIBU MANGO",1062500,"FLAVORED RUM","PERNOD RICARD USA",750,7.99,11.99
87280,"CASAMIGOS BLANCO",1022200,"100% AGAVE TEQUILA","DIAGEO AMERICAS",750,26.84,40.26
75087,"JUAREZ GOLD DSS",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","LUXCO INC",1000,5.00,7.50
82611,"DEKUYPER HOT DAMN!",1081400,"AMERICAN SCHNAPPS","JIM BEAM BRANDS",750,6.50,9.75
43022,"ADMIRAL NELSON SPICED MINI",1062400,"SPICED RUM","HEAVEN HILL BRANDS",50,5.66,8.49
53216,"PAUL MASSON GRANDE AMBER BRANDY VS",1051100,"AMERICAN BRANDIES","SAZERAC COMPANY  INC",750,6.41,9.62
39300,"REVELTON HONEY VODKA",1031200,"AMERICAN FLAVORED VODKA","REVELTON DISTILLING COMPANY",750,13.50,20.25
23823,"FIVE STAR",1011100,"BLENDED WHISKIES","LAIRD & COMPANY",200,1.31,1.97
63321,"ON THE ROCKS COCKTAILS HORNITOS MARGARITA",1071100,"COCKTAILS/RTD","JIM BEAM BRANDS",375,6.50,9.75
64136,"DISARONNO AMARETTO",1082000,"IMPORTED CORDIALS & LIQUEURS","DISARONNO INTERNATIONAL",750,14.51,21.77
10008,"SCORESBY RARE SCOTCH",1012200,"SCOTCH WHISKIES","SAZERAC COMPANY  INC",1750,10.50,15.75
18348,"FOUR ROSES SMALL BATCH",1011200,"STRAIGHT BOURBON WHISKIES","FOUR ROSES DISTILLERY",750,17.50,26.25
32231,"SEAGRAMS EXTRA DRY GIN MINI",1041100,"AMERICAN DRY GINS","PERNOD RICARD USA",50,3.30,4.95
1081600,"WHISKEY LIQUEUR",51016,"POINT (-95.785271 42.482223)","WOODBURY",SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER
101352,"1800 SILVER W/TACO HOLDER",1701100,"TEMPORARY & SPECIALTY PACKAGES","PROXIMO",750,15.98,23.97
39382,"NEW AMSTERDAM PINK WHITNEY",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",375,3.50,5.25
47865,"D'USSE VSOP",1082000,"IMPORTED CORDIALS & LIQUEURS","BACARDI USA INC",750,32.00,48.00
67296,"YUKON JACK PERMA FROST",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",750,9.25,13.88
89206,"1800 REPOSADO",1022200,"100% AGAVE TEQUILA","PROXIMO",750,15.98,23.97
89787,"SAUZA GOLD",1022100,"MIXTO TEQUILA","JIM BEAM BRANDS",1000,11.83,17.75
89837,"HORNITOS GOLD",1022200,"100% AGAVE TEQUILA","JIM BEAM BRANDS",1000,15.00,22.50
40071,"NEW AMSTERDAM MANGO",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",750,7.50,11.25
OLE SMOKY DISTILLERY LLC,"86843",SCOTT,"1091300","346",6,750,10.00
86884,"SOUTHERN COMFORT",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",375,4.78,7.17
34026,"ABSOLUT PEPPAR",1032200,"IMPORTED FLAVORED VODKA","PERNOD RICARD USA",750,9.99,14.99
991592,"HA OLD ELK INFINITY BLEND",1011100,"BLENDED WHISKIES","OLD ELK DISTILLERIES LLC",750,70.00,105.00
12476,"CANADIAN MIST WHISKY PET",1012100,"CANADIAN WHISKIES","SAZERAC COMPANY  INC",750,5.23,7.85
37988,"SKYY VODKA",1031100,"AMERICAN VODKAS","CAMPARI AMERICA",1750,15.00,22.50
19486,"MAKERS 46",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,21.50,32.25
67528,"KAHLUA COFFEE",1081100,"COFFEE LIQUEURS","PERNOD RICARD USA",1750,26.48,39.72
49083,"REMY MARTIN 1738 ACCORD ROYAL",1052100,"IMPORTED BRANDIES","REMY COINTREAU USA INC",200,8.34,12.51
86483,"YUKON JACK HONEY",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",750,9.25,13.88
64866,"FIREBALL CINNAMON WHISKEY",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",750,9.00,13.50
58840,"JOSE CUERVO AUTHENTIC GRAPEFRUIT TANGERINE MARGARITA",1071100,"COCKTAILS/RTD","PROXIMO",1750,8.74,13.11
58835,"JOSE CUERVO AUTHENTIC LIME MARGARITA",1071100,"COCKTAILS/RTD","PROXIMO",800,4.62,6.93
8828,"LAUDERS",1012200,"SCOTCH WHISKIES","SAZERAC COMPANY  INC",1750,11.18,16.77
73517,"DEKUYPER CACTUS JUICE",1081400,"AMERICAN SCHNAPPS","JIM BEAM BRANDS",1000,7.87,11.81
39423,"NEW AMSTERDAM PINK WHITNEY",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",1000,7.33,11.00
86980,"OLE SMOKY PECAN WHISKEY",1011400,"TENNESSEE WHISKIES","OLE SMOKY DISTILLERY LLC",750,10.00,15.00
37348,"PHILLIPS VODKA",1031100,"AMERICAN VODKAS","PHILLIPS BEVERAGE",1750,7.60,11.40
79966,"ARROW CREME DE ALMOND",1081300,"AMERICAN CORDIALS & LIQUEURS","LUXCO INC",750,4.74,7.11
24451,"KESSLER BLEND WHISKEY MINI",1011100,"BLENDED WHISKIES","JIM BEAM BRANDS",50,5.40,8.10
17916,"ELIJAH CRAIG",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",750,16.00,24.00
77843,"SMIRNOFF STRAWBERRY",1031200,"AMERICAN FLAVORED VODKA","DIAGEO AMERICAS",1000,9.25,13.88
11771,"BLACK VELVET MINI",1012100,"CANADIAN WHISKIES","HEAVEN HILL BRANDS",50,8.50,12.75
16676,"BASIL HAYDEN 8YR",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,22.50,33.75
63344,"ON THE ROCKS COCKTAILS LARIOS AVIATION",1071100,"COCKTAILS/RTD","JIM BEAM BRANDS",375,6.50,9.75
74801,"JACK DANIELS TENNESSEE APPLE",1011400,"TENNESSEE WHISKIES","BROWN FORMAN CORP.",750,15.57,23.36
36648,"CALIBER VODKA",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",750,3.31,4.97
64716,"CIROC PEACH",1032200,"IMPORTED FLAVORED VODKA","DIAGEO AMERICAS",750,16.49,24.74
69656,"DR MCGILLICUDDYS MENTHOLMINT",1082200,"IMPORTED SCHNAPPS","SAZERAC COMPANY  INC",750,8.66,12.99
15628,"JAMESON",1012400,"IRISH WHISKIES","PERNOD RICARD USA",1750,32.48,48.72
43336,"CAPTAIN MORGAN ORIGINAL SPICED",1062400,"SPICED RUM","DIAGEO AMERICAS",750,9.06,13.59
66636,"ROMANA SAMBUCA ITALIAN LIQUORE",1082100,"IMPORTED CORDIALS & LIQUEURS","SAZERAC COMPANY  INC",750,13.50,20.25
25604,"SEAGRAMS 7 CROWN",1011100,"BLENDED WHISKIES","DIAGEO AMERICAS",375,3.50,5.25
75209,"KINKY PINK",1081300,"AMERICAN CORDIALS & LIQUEURS","PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO",375,5.00,7.50
32238,"SEAGRAMS EXTRA DRY GIN",1041100,"AMERICAN DRY GINS","PERNOD RICARD USA",1750,12.99,19.49
68011,"BAILEYS STRAWBERRIES & CREAM",1081200,"CREAM LIQUEURS","DIAGEO AMERICAS",750,16.49,24.74
26096,"CEDAR RIDGE DOUBLE BARREL BOURBON WHISKEY",1701100,"TEMPORARY & SPECIALTY PACKAGES","CEDAR RIDGE VINEYARDS LL",750,25.00,37.50
45886,"SAILOR JERRY SPICED NAVY RUM",1062400,"SPICED RUM","WILLIAM GRANT & SONS INC",750,10.00,15.00
25608,"SEAGRAMS 7 CROWN",1011100,"BLENDED WHISKIES","DIAGEO AMERICAS",1750,12.96,19.44
41704,"UV RED CHERRY",1031200,"AMERICAN FLAVORED VODKA","PHILLIPS BEVERAGE",750,7.00,10.50
26606,"GEORGE DICKEL #8",1011400,"TENNESSEE WHISKIES","DIAGEO AMERICAS",750,10.00,15.00
58801,"CAPTAIN MORGAN LONG ISLAND ICED TEA",1071100,"COCKTAILS/RTD","DIAGEO AMERICAS",1750,11.00,16.50
27408,"JIM BEAM HONEY MINI",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",50,7.00,10.50
19476,"MAKERS MARK",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,18.00,27.00
84171,"99 BANANAS",1081400,"AMERICAN SCHNAPPS","SAZERAC COMPANY  INC",100,0.89,1.34
59159,"1800 ULTIMATE RASPBERRY MARGARITA",1071100,"COCKTAILS/RTD","PROXIMO",1750,10.04,15.06
73748,"EVAN WILLIAMS PEACH",1081300,"AMERICAN CORDIALS & LIQUEURS","HEAVEN HILL BRANDS",750,8.00,12.00
20248,"OLD CROW",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",1750,10.50,15.75
38179,"TITOS HANDMADE VODKA",1031100,"AMERICAN VODKAS","FIFTH GENERATION INC",200,3.49,5.24
40126,"BURNETTS MANGO PINEAPPLE",1031200,"AMERICAN FLAVORED VODKA","HEAVEN HILL BRANDS",750,4.50,6.75
52579,"E & J VSOP MINI",1051100,"AMERICAN BRANDIES","E & J GALLO WINERY",50,7.73,11.60
40598,"NEW AMSTERDAM RED BERRY",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",375,3.50,5.25
26176,"BIRD DOG STRAWBERRY MINI",1011100,"BLENDED WHISKIES","WESTERN SPIRITS BEVERAGE",50,5.00,7.50
83906,"MAUI BLUE HAWAIIAN SCHNAPPS",1081400,"AMERICAN SCHNAPPS","SAZERAC COMPANY  INC",750,3.67,5.51
36889,"BARTON NATURALS",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",1000,3.97,5.96
25607,"SEAGRAMS 7 CROWN",1011100,"BLENDED WHISKIES","DIAGEO AMERICAS",1000,8.00,12.00
87409,"JOSE CUERVO ESPECIAL SILVER",1022100,"MIXTO TEQUILA","PROXIMO",1000,13.50,20.25
36971,"NEW AMSTERDAM 80PRF",1031100,"AMERICAN VODKAS","E & J GALLO WINERY",1750,14.00,21.00
22244,"YELLOWSTONE SELECT",1011200,"STRAIGHT BOURBON WHISKIES","LUXCO INC",750,20.00,30.00
75198,"KINKY BLUE",1081300,"AMERICAN CORDIALS & LIQUEURS","PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO",750,10.00,15.00
45246,"PARAMOUNT GOLD RUM",1062100,"GOLD RUM","LUXCO INC",750,4.00,6.00
77858,"SMIRNOFF WHIPPED CREAM",1031200,"AMERICAN FLAVORED VODKA","DIAGEO AMERICAS",750,8.25,12.38
82786,"DEKUYPER BUTTERSHOTS",1081400,"AMERICAN SCHNAPPS","JIM BEAM BRANDS",750,6.50,9.75
39422,"NEW AMSTERDAM PINK WHITNEY MINI",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",50,4.61,6.92
36305,"HAWKEYE VODKA PET",1031100,"AMERICAN VODKAS","LUXCO INC",750,3.34,5.01
86559,"SHEEP DOG PEANUT BUTTER",1011100,"BLENDED WHISKIES","SAZERAC COMPANY  INC",750,8.50,12.75
67522,"KAHLUA COFFEE MINI",1081100,"COFFEE LIQUEURS","PERNOD RICARD USA",50,6.60,9.90
44551,"CRUZAN HURRICANE PROOF",1062300,"AGED DARK RUM","JIM BEAM BRANDS",750,10.00,15.00
41691,"UV BLUE RASPBERRY MINI",1031200,"AMERICAN FLAVORED VODKA","PHILLIPS BEVERAGE",50,4.60,6.90
 LLC","64529",1062300,"AGED DARK RUM","SOVEREIGN BRANDS",6,750,18.50
27629,"PRAIRIE FIRE",1011100,"BLENDED WHISKIES","DUNKEL CORPORATION / IOWA DISTILLING",750,9.09,13.64
24454,"KESSLER BLEND WHISKEY",1011100,"BLENDED WHISKIES","JIM BEAM BRANDS",375,3.15,4.73
5430,"LAGAVULIN 16YR",1012300,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,50.00,75.00
86420,"REVELTON WHISKEY AND CREAM LIQUEUR",1081200,"CREAM LIQUEURS","REVELTON DISTILLING COMPANY",750,12.50,18.75
PARK STREET IMPORTS,"86145",PAGE,"1701100","368",6,750,41.50
15818,"PADDY OLD IRISH WHISKEY",1012400,"IRISH WHISKIES","SAZERAC COMPANY  INC",750,10.00,15.00
14192,"PENDLETON CANADIAN WHISKEY",1012100,"CANADIAN WHISKIES","PROXIMO",750,13.50,20.25
40193,"NEW AMSTERDAM PINEAPPLE",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",750,7.50,11.25
75212,"KINKY BLUE MINI",1081300,"AMERICAN CORDIALS & LIQUEURS","PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO",50,4.84,7.26
69947,"RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR",1082200,"IMPORTED SCHNAPPS","DIAGEO AMERICAS",1000,15.84,23.76
52199,"PAUL MASSON GRANDE AMBER BRANDY VS",1051100,"AMERICAN BRANDIES","SAZERAC COMPANY  INC",100,1.00,1.50
27025,"BULLEIT 95 RYE",1011600,"STRAIGHT RYE WHISKIES","DIAGEO AMERICAS",750,16.50,24.75
86885,"SOUTHERN COMFORT PET",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",750,10.33,15.50
26871,"RIEGERS KANSAS CITY WHISKEY",1011100,"BLENDED WHISKIES","JACOB RIEGER & COMPANY LLC",750,19.27,28.91
89191,"JOSE CUERVO ESPECIAL REPOSADO MINI",1022100,"MIXTO TEQUILA","PROXIMO",50,11.50,17.25
36576,"SVEDKA BLUE RASPBERRY",1032200,"IMPORTED FLAVORED VODKA","CONSTELLATION BRANDS INC",750,8.00,12.00
15180,"WHISTLEPIG 10YR",1011600,"STRAIGHT RYE WHISKIES","GOAMERICAGO BEVERAGES LLC / WHISTLEPIG",750,39.17,58.76
45277,"PARAMOUNT WHITE RUM",1062200,"WHITE RUM","LUXCO INC",1000,4.42,6.63
55506,"PARAMOUNT CHERRY BRANDY",1051100,"AMERICAN BRANDIES","LUXCO INC",750,5.50,8.25
81406,"THUNDER 101 PEPPERMINT SCHNAPPS",1081400,"AMERICAN SCHNAPPS","LUXCO INC",750,8.00,12.00
11297,"CROWN ROYAL",1012100,"CANADIAN WHISKIES","DIAGEO AMERICAS",1000,19.39,29.09
43797,"APPLETON ESTATE SIGNATURE BLEND",1062100,"GOLD RUM","CAMPARI AMERICA",750,11.00,16.50
87485,"DON JULIO BLANCO",1022200,"100% AGAVE TEQUILA","DIAGEO AMERICAS",750,29.50,44.25
5037,"GLENLIVET 12YR",1012300,"SINGLE MALT SCOTCH","PERNOD RICARD USA",1000,29.48,44.22
37996,"SMIRNOFF 80PRF",1031100,"AMERICAN VODKAS","DIAGEO AMERICAS",750,8.25,12.38
15919,"TULLAMORE DEW",1012400,"IRISH WHISKIES","WILLIAM GRANT & SONS INC",375,7.00,10.50
11776,"BLACK VELVET",1012100,"CANADIAN WHISKIES","HEAVEN HILL BRANDS",750,5.23,7.85
12407,"CANADIAN LTD WHISKY",1012100,"CANADIAN WHISKIES","SAZERAC COMPANY  INC",1000,5.50,8.25
5635,"MONKEY SHOULDER",1012200,"SCOTCH WHISKIES","WILLIAM GRANT & SONS INC",750,19.00,28.50
88294,"PATRON SILVER",1022200,"100% AGAVE TEQUILA","BACARDI USA INC",375,15.00,22.50
81196,"PARAMOUNT PEPPERMINT SCHNAPPS PET",1081400,"AMERICAN SCHNAPPS","LUXCO INC",750,4.00,6.00
74090,"GODIVA WHITE CHOCOLATE LIQUEUR",1081200,"CREAM LIQUEURS","DIAGEO AMERICAS",750,17.00,25.50
34030,"ABSOLUT CITRON",1032200,"IMPORTED FLAVORED VODKA","PERNOD RICARD USA",750,9.99,14.99
58838,"JOSE CUERVO AUTHENTIC LIME MARGARITA",1071100,"COCKTAILS/RTD","PROXIMO",1750,8.74,13.11
23826,"FIVE STAR",1011100,"BLENDED WHISKIES","LAIRD & COMPANY",750,3.50,5.25
34856,"TANQUERAY STERLING VODKA",1032100,"IMPORTED VODKAS","DIAGEO AMERICAS",750,7.00,10.50
82780,"DEKUYPER BUTTERSHOTS PET",1081400,"AMERICAN SCHNAPPS","JIM BEAM BRANDS",750,6.50,9.75
101046,"FIREBALL CINNAMON WHISKEY PARTY COOLER",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",50,8.60,12.90
24728,"MCCORMICK BLEND WHISKEY PET",1011100,"BLENDED WHISKIES","MCCORMICK DISTILLING CO.",1750,8.20,12.30
53218,"PAUL MASSON GRANDE AMBER BRANDY VS",1051100,"AMERICAN BRANDIES","SAZERAC COMPANY  INC",1750,12.82,19.23
1400,"CROWN ROYAL W/2 GLASSES",1701100,"TEMPORARY & SPECIALTY PACKAGES","DIAGEO AMERICAS",750,16.59,24.89
37338,"UV VODKA PET",1031100,"AMERICAN VODKAS","PHILLIPS BEVERAGE",1750,11.50,17.25
88186,"OLMECA ALTOS PLATA",1022200,"100% AGAVE TEQUILA","PERNOD RICARD USA",750,14.99,22.49
64418,"CIROC SUMMER WATERMELON",1032200,"IMPORTED FLAVORED VODKA","DIAGEO AMERICAS",750,16.49,24.74
 INC / NICHE IMPORT","28754",1042100,"IMPORTED DRY GINS","MARUSSIA BEVERAGES USA",6,750,16.67
34164,"CIROC 80PRF",1032100,"IMPORTED VODKAS","DIAGEO AMERICAS",200,5.00,7.50
"MAST-JAGERMEISTER US," INC",DUBUQUE,"1082000","192",JAGERMEISTER LIQUEUR,12,1000
MHW LTD,"64000",JONES,"1082000","305",12,750,22.67
15667,"JAMESON BLACK BARREL",1012400,"IRISH WHISKIES","PERNOD RICARD USA",750,21.48,32.22
2226,"CHRISTIAN BROS HOLIDAY NOG",1701100,"TEMPORARY & SPECIALTY PACKAGES","HEAVEN HILL BRANDS",1750,8.50,12.75
11298,"CROWN ROYAL",1012100,"CANADIAN WHISKIES","DIAGEO AMERICAS",1750,32.99,49.49
44658,"LADY BLIGH SPICED RUM",1062400,"SPICED RUM","LUXCO INC",1750,10.00,15.00
