item_number,item_description,category,category_name,vendor_name,bottle_volume_ml,state_bottle_cost,state_bottle_retail
42179,"BLUE CHAIR BAY COCONUT SPICED RUM MINI",1062300,"FLAVORED RUM","MHW LTD",500,5.05,7.58
327,"REMY V W/GLASS",1701100,"DECANTERS & SPECIALTY PACKAGES","REMY COINTREAU USA         .",750,20.83,31.25
903969,"TALISKER DISTILLERS EDITION HA",1012210,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,38.00,57.00
902475,"COLONIAL CLUB BLACK RASPBERRY LIQUEUR",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","LUXCO-ST LOUIS",750,4.08,6.12
43457,"DON Q LIMON",1062300,"FLAVORED RUM","SERRALLES USA",750,6.41,9.62
LEVECKE CORP,"27776",O'BRIEN,"1011100","803",6,750,10.25
902535,"TARANTULA AZUL LIQUEUR",1081700,"DISTILLED SPIRITS SPECIALTY","MCCORMICK DISTILLING COMPANY",750,8.32,12.48
994644,"BOWMORE 18YR HA",1012200,"SCOTCH WHISKIES","JIM BEAM BRANDS",750,68.23,102.35
28096,"BEEFEATER 24 GIN",1042100,"IMPORTED DRY GINS","PERNOD RICARD USA/AUSTIN NICHOLS",750,13.40,20.10
3943,"PATRON ANEJO & XO CAFE W/2 SHOT GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","THE PATRON SPIRITS COMPANY",375,23.09,34.64
901392,"CALVADOS MORIN HORS D' AGE",1052010,"IMPORTED GRAPE BRANDIES","STEPHEN AUGUSTUS IMPORTS",750,36.00,54.00
915646,"JAMESON 18YR HA",1012300,"IRISH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",750,54.99,82.49
40145,"BURNETT'S RUBY RED GRAPEFRUIT MINI",1031200,"VODKA FLAVORED","HEAVEN HILL BRANDS",500,4.25,6.38
10785,"CROWN ROYAL BLACKBERRY",1701100,"TEMPORARY & SPECIALTY PACKAGES","DIAGEO AMERICAS",750,17.49,26.24
21466,"BENCHMARK TOP FLOOR",1011200,"STRAIGHT BOURBON WHISKIES","SAZERAC COMPANY  INC",750,7.50,11.25
306,"MISSISSIPPI RIVER DISTILLING CO.",85,"STORY","STRAIGHT BOURBON WHISKIES",CODY ROAD BOURBON,6,750
29122,"BAD MEDICINE GIN",1041100,"AMERICAN DRY GINS","PANTHER DISTILLERY",750,14.00,21.00
HOMESTEAD AMERICAN WHISKEY,"27536",POLK,"1011200","250",6,750,21.50
19082,"JIM BEAM OPERATION HOMEFRONT",1701100,"DECANTERS & SPECIALTY PACKAGES","JIM BEAM BRANDS",1750,18.37,27.56
42715,"MALIBU COCONUT PET",1062500,"FLAVORED RUM","PERNOD RICARD USA",750,8.99,13.49
922096,"WILD TURKEY FORGIVEN HA",1011200,"STRAIGHT BOURBON WHISKIES","CAMPARI(SKYY)",750,27.50,41.25
76672,"PEARL CHOCOLATE HAZELNUT",1032200,"IMPORTED VODKA - MISC","LUXCO-ST LOUIS",750,7.86,11.79
333,"JACK DANIELS TN HONEY & JACK DANIELS TN FIRE 750MLS W/2GLS",,"","BROWN-FORMAN CORPORATION",1500,15.07,22.61
905427,"LAGAVULIN 12 YEAR HA",1012210,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,75.00,112.50
903296,"HIRAM WALKER CREME DE NOYAUX",1081210,"CREME DE ALMOND","PERNOD RICARD USA/AUSTIN NICHOLS",750,4.00,5.99
906066,"FEW BOURBON HA",1011200,"STRAIGHT BOURBON WHISKIES","PARK STREET IMPORTS-FEW SPIRITS",750,26.84,40.26
903179,"THE GLENLIVET ARCHIVE 21YR SING MALT HA",1012210,"SINGLE MALT SCOTCH","PERNOD RICARD USA/AUSTIN NICHOLS",750,70.00,105.00
3402,"CAPTAIN MORGAN ORIGINAL SPICED BARREL TRAY PACK",1701100,"DECANTERS & SPECIALTY PACKAGES","DIAGEO AMERICAS",1750,17.50,26.25
85806,"PARAMOUNT ROCK & RYE",1081500,"ROCK & RYE","LUXCO-CLEVELAND",750,4.96,7.45
553,"CRUZAN COCONUT W/ MASON JAR DISPENSER",1701100,"DECANTERS & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,6.83,10.25
15862,"REDBREAST  CASK STRENGTH",1012300,"IRISH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",750,31.28,46.92
903151,"KETEL ONE VODKA MINI",1032080,"IMPORTED VODKAS","DIAGEO AMERICAS",600,14.37,21.56
902553,"ALIZE WILD PASSION",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","KOBRAND CORPORATION",750,12.13,18.20
920258,"OLD CROW RESERVE",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",1750,10.49,15.74
34118,"ABSOLUT MANDRIN",1032200,"IMPORTED VODKA - MISC","PERNOD RICARD USA/AUSTIN NICHOLS",1750,19.99,29.99
902781,"SEAGRAMS APPLE VODKA",1031200,"VODKA FLAVORED","WILSON DANIELS LTD.",200,1.76,2.64
927120,"WILD TURKEY 81 RYE",1011500,"STRAIGHT RYE WHISKIES","CAMPARI(SKYY)",750,13.00,19.50
PARK STREET IMPORTS- CABALLEROS,"903701",IDA,"1022100","369",12,750,20.71
903333,"BOOTH'S LONDON DRY GIN - DNO",1041100,"AMERICAN DRY GINS","DIAGEO AMERICAS",1750,11.88,17.82
976040,"JUNIOR JOHNSON STRAWBERRY MIDNIGHT MOON",1081700,"DISTILLED SPIRITS SPECIALTY","PIEDMONT DISTILLERS",750,13.56,20.34
3382,"TEQUILA ROSE VALENTINE W/2 SHOT GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","MCCORMICK DISTILLING COMPANY",750,10.05,15.07
BLAUM BROS. DISTILLING CO.,"36229",DICKINSON,"1031080","107",6,750,14.00
901522,"WRAY & NEPHEW RUM CREAM(DNO)",1081200,"CREAM LIQUEURS","CAMPARI(SKYY)",750,11.12,16.68
27403,"JIM BEAM HONEY",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",1750,22.58,33.87
3614,"DON JULIO W/2 GLASSES TRAY PACK",1701100,"DECANTERS & SPECIALTY PACKAGES","DIAGEO AMERICAS",750,25.50,38.24
4788,"CAOL ILA 12 YR SCOTCH",1012210,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,27.15,40.73
903042,"BAJA ROSA STRAWBERRY LIQUEUR",1081200,"CREAM LIQUEURS","GEMINI SPIRITS",750,8.88,13.32
902506,"HIRAM WALKER CRM DE CACAO DARK 3PAK",1081220,"DARK CREME DE CACAO","PERNOD RICARD USA/AUSTIN NICHOLS",750,3.90,5.85
77642,"SMIRNOFF CINNAMON CHURROS",1031200,"VODKA FLAVORED","DIAGEO AMERICAS",750,8.25,12.38
903930,"F. MEYER PEAR EAU DE VIE",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","ANCHOR DISTILLING (PREISS IMPORTS)",375,57.67,86.51
940308,"A+ VODKA",1031110,"LOW PROOF VODKA","STERN BEVERAGE",750,10.00,15.00
15673,"POWERS JOHN LANE",1012300,"IRISH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",750,34.99,52.49
"TY KU," LLC",POLK,"1082900","469",TY KU PREMIUM LIQUEUR,6,750
PARK STREET IMPORTS-FEW SPIRITS,"906066",POLK,"1011200","374",6,750,26.84
904565,"CACHACA 61",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","LUXCO-ST LOUIS",1000,9.88,14.82
903467,"JACK DANIELS GREEN LABEL(DNO)",1011300,"TENNESSEE WHISKIES","BROWN-FORMAN CORPORATION",750,10.00,15.00
904212,"CORAZON DE AGAVE REPOSADO TEQUILA",1022100,"TEQUILA","GEMINI SPIRITS",750,26.95,40.43
903147,"ALIZE BLUE",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","KOBRAND CORPORATION",375,5.63,8.45
15631,"AVION SILVER W/4 SHOT GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","PERNOD RICARD USA/AUSTIN NICHOLS",750,24.99,37.49
902265,"ARROW BLACK RASPBERRY LIQUEUR",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","LUXCO-ST LOUIS",750,5.02,7.53
903926,"HIRAM WALKER PEPPERMINT SCHNAPPS",1081300,"PEPPERMINT SCHNAPPS","PERNOD RICARD USA/AUSTIN NICHOLS",750,3.90,5.85
68868,"ST. BRENDAN'S SALTED CARAMEL LIQUEUR",1081200,"CREAM LIQUEURS","LUXCO-ST LOUIS",750,7.69,11.53
933287,"SEAGRAM'S TWISTED PEACH GIN",1041150,"FLAVORED GINS","PERNOD RICARD USA/AUSTIN NICHOLS",375,3.39,5.09
40308,"A+",1031110,"LOW PROOF VODKA","STERN BEVERAGE",750,10.00,15.00
64481,"BOLS YOGURT",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","MHW LTD",750,10.34,15.51
902211,"CALICO JACK MANGO  RUM",1062300,"FLAVORED RUM","JIM BEAM BRANDS",750,4.99,7.49
902255,"BOLS BLUE CURACAO",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","MHW LTD",750,6.40,9.59
901110,"JESSE JAMES BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","JESSE JAMES DISTILLING COMPANY",750,9.52,14.28
902614,"HIRAM WALKER MANGO SCHNAPPS",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","PERNOD RICARD USA/AUSTIN NICHOLS",1000,4.49,6.74
40154,"DEEP EDDY RUBY RED",1031200,"VODKA FLAVORED","HEAVEN HILL BRANDS",1750,14.00,21.00
902141,"HANGAR ONE SPICED PEAR VODKA",1031080,"VODKA 80 PROOF","PROXIMO",750,14.98,22.47
1408,"CROWN ROYAL W/50ML CROWN ROYAL BLACK",1701100,"DECANTERS & SPECIALTY PACKAGES","DIAGEO AMERICAS",800,14.25,21.38
41906,"URSUS GREEN APPLE VODKA",1031200,"VODKA FLAVORED","DIAGEO AMERICAS",750,5.23,7.97
72948,"CATDADDY SPICED MOONSHINE",1081700,"DISTILLED SPIRITS SPECIALTY","PIEDMONT DISTILLERS",750,11.50,17.25
904609,"LONGMORN 16YR SCOTCH",1012200,"SCOTCH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",750,44.99,67.49
39849,"SKYY COASTAL CRANBERRY MINI",1031200,"VODKA FLAVORED","CAMPARI(SKYY)",500,9.90,14.85
940592,"NEW AMSTERDAM PEACH VODKA",1031200,"VODKA FLAVORED","E AND J GALLO WINERY",200,2.04,3.06
34017,"ABSOLUT MIAMI",1032200,"IMPORTED VODKA - MISC","PERNOD RICARD USA/AUSTIN NICHOLS",750,10.89,16.33
904790,"MACALLAN 12YR SCOTCH MINI",1012200,"SCOTCH WHISKIES","MHW LTD",600,30.13,45.19
3301,"PEARL WEDDING PACK",1701100,"DECANTERS & SPECIALTY PACKAGES","LUXCO-ST LOUIS",1500,15.71,23.57
902841,"TEACHERS HIGHLAND CREAM SCOTCH",1012200,"SCOTCH WHISKIES","JIM BEAM BRANDS",750,8.92,13.38
65788,"MARASKA KRUSKOVAC",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","VISION WINE AND SPIRITS",750,10.34,15.51
903036,"GILBEYS VODKA 100PRF P.E.T.",1031100,"100 PROOF VODKA","JIM BEAM BRANDS",1750,10.11,15.17
SAGE BEVERAGES,"27351",IDA,"1011100","376",8,600,8.88
903847,"PARAMOUNT CHERRY BRANDY",1051120,"CHERRY BRANDIES","LUXCO-CLEVELAND",1000,5.49,8.24
902180,"THE GLENLIVET 25 YEAR OLD HA",1012210,"SINGLE MALT SCOTCH","PERNOD RICARD USA/AUSTIN NICHOLS",750,174.99,262.49
37896,"SHAKER'S ORIGINAL AMERICAN VODKA",1031080,"VODKA 80 PROOF","E AND J GALLO WINERY",750,14.66,21.99
910623,"CANADIAN CLUB WHISKEY",1012100,"CANADIAN WHISKIES","JIM BEAM BRANDS",200,2.38,3.57
903722,"CRAWFORD SCOTCH",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",1750,11.52,17.28
401,"BASIL HAYDEN W/ SHAKER",1701100,"DECANTERS & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,22.57,33.86
904796,"JOHNNIE WALKER GOLD",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",750,49.85,74.78
916860,"BLOOD OATH HA",1011200,"STRAIGHT BOURBON WHISKIES","LUXCO-ST LOUIS",750,54.00,81.00
904607,"BLACK BOTTLE ORIGINAL",1012200,"SCOTCH WHISKIES","MHW LTD",750,14.02,21.03
942240,"BLUE CHAIR BAY WHITE RUM",1062050,"BARBADOS RUM","MHW LTD",750,9.42,14.13
922099,"WILD TURKEY MASTER'S KEEP HA",1011200,"STRAIGHT BOURBON WHISKIES","CAMPARI(SKYY)",750,75.00,112.50
77558,"THATCHER'S BLOOD ORANGE",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","JIM BEAM BRANDS",750,8.92,13.38
903658,"SEAGRAM'S LIME TWISTED GIN",1041150,"FLAVORED GINS","PERNOD RICARD USA/AUSTIN NICHOLS",1750,11.24,16.86
973508,"DEKUYPER MIXOLOGIST GINGER",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","JIM BEAM BRANDS",750,7.36,11.04
82902,"DEKUYPER RED APPLE SCHNAPPS",1081305,"APPLE SCHNAPPS","JIM BEAM BRANDS",750,6.30,9.45
57210,"BUZZBALLZ BIGGIES TEQUILA RITA",1071000,"COCKTAILS/RTD","SAZERAC COMPANY  INC",1750,10.00,15.00
41937,"360 MANDARIN ORANGE VODKA MINI",1031200,"VODKA FLAVORED","MCCORMICK DISTILLING COMPANY",500,5.03,7.55
903308,"COINTREAU LIQUEUR",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","REMY COINTREAU USA         .",375,13.35,20.03
987862,"IXA TEQUILA",1022100,"TEQUILA","MODERN SPIRITS",750,22.67,34.01
906064,"WILLETT FAMILY ESTATE SINGLE BARREL RYE HA",1011500,"STRAIGHT RYE WHISKIES","WILLETT DISTILLERY",750,23.58,35.37
2946,"MERRYS IRISH CREAM LIQUEUR W/2 GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","PRESTIGE WINE AND SPIRITS GROUP",750,7.50,11.25
904469,"UV 103",1031090,"OTHER PROOF VODKA","PHILLIPS BEVERAGE COMPANY",750,6.90,10.35
1956,"MAGELLAN GIN W/MARTINI GLASS",1701100,"DECANTERS & SPECIALTY PACKAGES","MHW LTD",750,17.00,25.50
PRAIRIE CREEK BEVERAGES LLC,"18906",POLK,"1011200","373",6,750,16.00
903396,"DISARONNO AMARETTO",1082015,"IMPORTED AMARETTO","DISARONNO INTERNATIONAL LLC",1750,18.99,28.49
5439,"LAPHROAIG 15 YR",1012210,"SINGLE MALT SCOTCH","JIM BEAM BRANDS",750,41.99,62.99
903900,"AALBORG AKVAVIT DANISH LIQUEUR - DNO",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","PERNOD RICARD USA/AUSTIN NICHOLS",750,8.99,13.49
130,"DISARONNO INTERNATIONAL LLC",85,"STORY","IMPORTED AMARETTO",DISARONNO AMARETTO,12,750
983359,"ICE HOLE ROOTBEER SCHNAPPS",1081340,"ROOT BEER SCHNAPPS","PHILLIPS BEVERAGE COMPANY",750,5.15,7.73
82746,"DEKUYPER BERRY FUSION SCHNAPPS",1081380,"MISCELLANEOUS SCHNAPPS","JIM BEAM BRANDS",750,6.30,9.45
942777,"RON ZACAPA 23YR",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","DIAGEO AMERICAS",750,22.49,33.74
903617,"LARRESSINGLE VSOP ARMAGNAC VSOP",1052010,"IMPORTED GRAPE BRANDIES","KOBRAND CORPORATION",750,25.74,38.61
475,"SOUTHERN COMFORT W/SHOT GLASS & LANYARD",,"","BROWN-FORMAN CORPORATION",750,10.33,15.50
933281,"SEAGRAM'S TWISTED PINEAPPLE GIN",1041150,"FLAVORED GINS","PERNOD RICARD USA/AUSTIN NICHOLS",375,3.39,5.09
5452,"LEDAIG 10 YEAR",1012210,"SINGLE MALT SCOTCH","MHW LTD",750,33.89,50.84
77476,"TRAVE AMARETTO",1081010,"AMERICAN AMARETTO","JIM BEAM BRANDS",750,2.99,4.49
40213,"SKYY INFUSIONS GEORGIA PEACH MINI",1031200,"VODKA FLAVORED","CAMPARI(SKYY)",600,11.92,17.88
942744,"ORONOCO PLATINUM RESERVE RUM(DNO)",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","DIAGEO AMERICAS",750,18.73,28.10
35904,"CHOPIN WHEAT VODKA",1032080,"IMPORTED VODKAS","MHW LTD",750,15.83,23.75
41951,"GODIVA CHOCOLATE RASPBERRY VODKA",1031200,"VODKA FLAVORED","DIAGEO AMERICAS",750,16.00,23.99
88297,"PATRON SILVER SPECIAL EDITION",1022100,"TEQUILA","THE PATRON SPIRITS COMPANY",1000,40.00,60.00
35779,"PINNACLE ORANGE WHIPPED MINI",1032200,"IMPORTED VODKA - MISC","JIM BEAM BRANDS",600,5.28,7.92
27668,"FARMER BROWN WHISKEY",1011100,"BLENDED WHISKIES","MISSISSIPPI RIVER DISTILLING CO.",375,9.09,13.64
89666,"PEPE LOPEZ GOLD",1022100,"TEQUILA","BROWN-FORMAN CORPORATION",750,7.50,11.25
63745,"TGIFRIDAYS BARBADOS RUM PUNCH",1071100,"AMERICAN COCKTAILS","AMERICAN VINTAGE BEVERAGE",1750,7.52,11.28
902348,"MR BOSTON 5 STAR BRANDY",1051010,"AMERICAN GRAPE BRANDIES","SAZERAC NORTH AMERICA",375,2.51,3.77
37906,"SHAKER'S RYE VODKA",1031080,"VODKA 80 PROOF","E AND J GALLO WINERY",750,3.67,5.51
36344,"LA COLLECTION TIGER",1032080,"IMPORTED VODKAS","AIKO IMPORTERS INC",375,18.67,28.01
1618,"99 BANANAS",1081380,"MISCELLANEOUS SCHNAPPS","SAZERAC NORTH AMERICA",200,2.67,4.00
594,"OPULENT W/SHAKER",1701100,"DECANTERS & SPECIALTY PACKAGES","PRESTIGE WINE AND SPIRITS GROUP",1750,15.00,22.50
"SPEAKEASY SPIRITS," LLC",CRAWFORD,"1081200","452",WHISPER CREEK TENNESSEE SIPPING CREAM,6,750
902894,"ELIJAH CRAIG 12YR BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",750,9.41,14.12
916908,"BOOKER'S 25TH ANNIVERSARY EDITION HA",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,52.49,78.74
989177,"CASAMIGOS REPOSADO",1022100,"TEQUILA","SIDNEY FRANK IMPORTING CO.",750,24.83,37.25
902353,"PHILLIPS BLUE 100 PEPPERMINT SCHNAPPS",1081300,"PEPPERMINT SCHNAPPS","PHILLIPS BEVERAGE COMPANY",375,3.80,5.70
71902,"ANNIE'S APPLE PIE LIQUEUR",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","MISSISSIPPI RIVER DISTILLING CO.",375,9.00,13.50
903945,"CORRALEJO BLANCO TEQUILA",1022100,"TEQUILA","WILSON DANIELS LTD.",750,12.50,18.75
66861,"STIRRINGS GINGER LIQUEUR",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","DIAGEO AMERICAS",750,6.50,9.74
39506,"LA COLLECTION FLAG",1032080,"IMPORTED VODKAS","AIKO IMPORTERS INC",200,14.00,21.00
35860,"DRY FLY VODKA",1031080,"VODKA 80 PROOF","DRY FLY DISTILLING",750,16.39,24.59
976036,"JUNIOR JOHNSON APPLE PIE MIDNIGHT MOON",1081700,"DISTILLED SPIRITS SPECIALTY","PIEDMONT DISTILLERS",750,13.56,20.34
57012,"BELLES ORGANICS BELLE ON THE BEACH",1071100,"AMERICAN COCKTAILS","NATIONAL BROKERS",1000,8.84,13.26
921229,"ORPHAN BARREL RHETORIC 21YR HA",1011200,"STRAIGHT BOURBON WHISKIES","DIAGEO AMERICAS",750,49.99,74.99
988582,"SILVERCOIN TEQUILA",1022100,"TEQUILA","SANTA FE TEQUILA COMPANY",750,20.21,30.31
903766,"OLD FITZGERALD PRIME(DNO)",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",1750,11.67,17.51
977867,"SMIRNOFF SOURS FRUIT PUNCH MINI",1031200,"VODKA FLAVORED","DIAGEO AMERICAS",500,5.72,8.58
902276,"SEAGRAM BLUE BEAST GIN & JUICE",1071100,"AMERICAN COCKTAILS","PERNOD RICARD USA/AUSTIN NICHOLS",375,2.40,3.60
77136,"DI AMORE RASPBERRY",1081010,"AMERICAN AMARETTO","SAZERAC NORTH AMERICA",750,6.00,8.99
993395,"TEQUILA ROSE W/2 SHOT GLASSES HA",1081030,"COFFEE LIQUEURS","MCCORMICK DISTILLING COMPANY",750,9.33,14.00
82601,"DEKUYPER SOUR APPLE PUCKER MINI",1081305,"APPLE SCHNAPPS","JIM BEAM BRANDS",502,5.23,7.84
904643,"BRUGAL EXTRA VEIJO RUM",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","MHW LTD",750,12.53,18.80
901638,"KAUAI DARK HAWAIIAN RUM",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","KOLOA RUM COMPANY",750,23.88,35.82
903105,"RUMPLE MINZE PEPPERMNT SCHNAPPS",1082390,"SCHNAPPS - IMPORTED","DIAGEO AMERICAS",200,3.44,5.16
902665,"JAMESON 12YR IRISH WHISKEY HA",1012300,"IRISH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",750,35.00,52.50
40268,"SMIRNOFF AMARETTO MINI",1031200,"VODKA FLAVORED","DIAGEO AMERICAS",500,5.72,8.58
29970,"DRY FLY GIN",1041100,"AMERICAN DRY GINS","DRY FLY DISTILLING",750,17.45,26.18
903635,"KENTUCKY TAVERN BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","SAZERAC NORTH AMERICA",750,4.14,6.21
985897,"ARROW TRIPLE SEC",1081400,"TRIPLE SEC","LUXCO-ST LOUIS",1000,2.34,3.51
THE COUNTRY VINTNER,"901860",POLK,"1031080","463",6,750,22.20
966937,"GRAN GALA LIQUEUR",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","GEMINI SPIRITS",1000,13.02,19.53
904830,"PALLINI LEMONCELLO",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","CASTLE BRANDS",750,11.00,16.50
554,"CRUZAN AGED LIGHT W/ MASON JAR DISPENSER",1701100,"DECANTERS & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,6.83,10.25
DAKOTA SPIRITS DISTILLERY,"35728",POLK,"1031080","143",12,750,7.63
904614,"JEKYLL BERRY LIQUEUR",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","FIRE TAIL BRANDS LLC",750,5.06,7.59
906061,"WILLETT POT STILL RESERVE HA",1011200,"STRAIGHT BOURBON WHISKIES","WILLETT DISTILLERY",750,22.67,34.01
904526,"FOUR ROSES SINGLE BARREL",1011200,"STRAIGHT BOURBON WHISKIES","FOUR ROSES DISTILLERY",750,19.98,29.97
967388,"BORGHETTI CAFFE ESPRESSO LIQUEUR",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","WILSON DANIELS LTD.",750,14.75,22.13
33556,"ABSOLUT WARHOL",1701100,"DECANTERS & SPECIALTY PACKAGES","PERNOD RICARD USA/AUSTIN NICHOLS",1750,19.99,29.99
904535,"UV BLUE RASPBERRY  VODKA GLASS",1031200,"VODKA FLAVORED","PHILLIPS BEVERAGE COMPANY",200,1.97,2.96
902922,"DUBOUCHETT POLISH BLACKBERRY BRANDY",1051110,"BLACKBERRY BRANDIES","HEAVEN HILL BRANDS",750,4.41,6.62
39946,"BAKON ROSEMARY VODKA",1031200,"VODKA FLAVORED","BLACK ROCK SPIRITS",750,14.99,22.49
35497,"MIDNIGHT MOON APPLE PIE W/ DRINKING JAR",1701100,"DECANTERS & SPECIALTY PACKAGES","PIEDMONT DISTILLERS",750,11.50,17.25
35622,"ROKK RASPBERRY VODKA",1032200,"IMPORTED VODKA - MISC","DIAGEO AMERICAS",750,6.37,9.56
17176,"CALUMET FARM BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","WESTERN SPIRITS BEVERAGE CO. LLC",750,25.04,37.56
903166,"RONRICO SILVER RUM",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","JIM BEAM BRANDS",1000,6.86,10.29
902854,"SEAGRAM BLUE BEAST GIN & JUICE",1071100,"AMERICAN COCKTAILS","PERNOD RICARD USA/AUSTIN NICHOLS",750,4.57,6.86
904721,"EL JIMADOR REPOSADO TEQUILA MINI",1022100,"TEQUILA","BROWN-FORMAN CORPORATION",50,9.87,14.81
903939,"THREE OLIVES ROOT BEER",1032080,"IMPORTED VODKAS","PROXIMO",750,11.16,16.74
902177,"BEAM'S CHOICE BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",1750,14.29,21.44
902079,"CRUZAN CITRUS RUM",1062300,"FLAVORED RUM","JIM BEAM BRANDS",1000,8.92,13.38
903138,"ALIZE BLUE",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","KOBRAND CORPORATION",750,11.63,17.45
902496,"CIROC VODKA",1032080,"IMPORTED VODKAS","DIAGEO AMERICAS",1750,34.73,52.10
920256,"OLD CROW RESERVE",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,6.29,9.44
902752,"DEKUYPER CREME DE MENTHE GREEN",1081240,"GREEN CREME DE MENTHE","JIM BEAM BRANDS",1000,5.30,7.95
903790,"LEBLON CACHACA",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","MHW LTD",750,18.33,27.50
967293,"ENVY BLEND 2UR",1011200,"STRAIGHT BOURBON WHISKIES","LOUISVILLE DISTILLING CO",750,24.50,36.75
15860,"REDBREAST 15YR",1012300,"IRISH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",750,44.99,67.49
86,"BROADBENT DISTILLERY",85,"STORY","BLENDED WHISKIES",TWO JAY'S IOWA CORN WHISKEY,12,750
942244,"BLUE CHAIR BAY COCONUT SPICED RUM",1062050,"BARBADOS RUM","MHW LTD",750,9.42,14.13
959153,"1800 ULTIMATE POMEGRANATE MARGARITA RTD",1071100,"AMERICAN COCKTAILS","PROXIMO",1750,9.50,14.24
33577,"PINNACLE COCONUT MINI",1032200,"IMPORTED VODKA - MISC","JIM BEAM BRANDS",500,4.70,7.05
75876,"MARGARITAVILLE ISLAND LIME",1081700,"DISTILLED SPIRITS SPECIALTY","GEMINI SPIRITS",750,7.01,10.52
904618,"HIRAM WALKER PEACH BRANDY",1051140,"PEACH BRANDIES","PERNOD RICARD USA/AUSTIN NICHOLS",1000,6.50,9.74
76830,"SMIRNOFF BLUE RASPBERRY LEMONADE",1031200,"AMERICAN FLAVORED VODKA","DIAGEO AMERICAS",750,8.25,12.38
927437,"JESSE JAMES SPICED WHISKEY",1011100,"BLENDED WHISKIES","LEVECKE CORP",750,9.52,14.28
77560,"THATCHER'S APPLE SPICE GINGER",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","JIM BEAM BRANDS",750,8.92,13.38
951076,"BISTRA SLIVOVITZ PLUM BRANDY",1051150,"MISCELLANEOUS  BRANDIES","NICHE IMPORT CO.",750,13.42,20.13
994769,"CLYNELISH HA",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",750,37.49,56.24
927147,"HA MICHTERS US*1 BARREL STRENGTH RYE",1011600,"STRAIGHT RYE WHISKIES","CHATHAM IMPORTS INC",750,60.00,90.00
927221,"PARKERS HERITAGE COLLECTION MALT WHISKEY HA",,"","HEAVEN HILL BRANDS",750,49.95,74.93
89584,"MILAGRO REPOSADO",1022200,"100% AGAVE TEQUILA","WILLIAM GRANT & SONS INC",375,9.50,14.25
